Order_ID,Order_Date,Promised_Delivery,Actual_Delivery,Supplier,Warehouse,Product,Category,Quantity,Lead_Time,Inventory_Level,Order_Status,Defect_Flag
O0247,2024-02-17,2024-02-28,2024-02-26,Supplier B,WH2,P012,Clothing,249,12,4,Delayed,0
O0248,2024-06-29,2024-07-05,2024-07-03,Supplier B,WH2,P005,Furniture,284,15,116,Delivered,0
O0249,2024-05-15,2024-05-25,2024-05-26,Supplier D,WH3,P007,Electronics,230,15,468,Delivered,0
O0250,2024-06-29,2024-07-08,2024-07-10,Supplier A,WH3,P007,Electronics,110,15,244,Delivered,0
O0251,2024-06-26,2024-07-03,2024-07-04,Supplier D,WH3,P010,Electronics,266,14,190,Delivered,0
O0252,2024-06-14,2024-06-21,2024-06-20,Supplier D,WH2,P004,Electronics,211,14,461,Delivered,0
O0253,2024-01-03,2024-01-15,2024-01-14,Supplier D,WH3,P012,Clothing,259,8,701,Delivered,0
O0254,2024-04-23,2024-05-05,2024-05-03,Supplier A,WH1,P002,Furniture,190,8,230,Delivered,0
O0255,2024-04-27,2024-05-09,2024-05-11,Supplier A,WH3,P007,Electronics,446,14,556,Delayed,0
O0256,2024-01-11,2024-01-23,2024-01-22,Supplier D,WH1,P006,Clothing,202,14,33,Delivered,0
O0257,2024-01-23,2024-02-04,2024-02-09,Supplier B,WH1,P009,Clothing,490,7,727,Delivered,0
O0258,2024-06-06,2024-06-13,2024-06-18,Supplier B,WH1,P009,Clothing,322,9,287,Delivered,0
O0259,2024-06-29,2024-07-08,2024-07-10,Supplier C,WH3,P003,Clothing,119,10,768,Delayed,1
O0260,2024-03-11,2024-03-18,2024-03-17,Supplier B,WH3,P005,Furniture,439,8,692,Delivered,0
O0261,2024-06-10,2024-06-19,2024-06-20,Supplier D,WH1,P003,Clothing,256,12,527,Delayed,0
O0262,2024-04-04,2024-04-16,2024-04-16,Supplier A,WH3,P010,Electronics,375,13,680,Delivered,0
O0263,2024-05-16,2024-05-27,2024-05-28,Supplier B,WH2,P008,Furniture,474,9,290,Delivered,0
O0264,2024-05-24,2024-06-05,2024-06-08,Supplier A,WH1,P010,Electronics,58,11,127,Delayed,0
O0265,2024-04-26,2024-05-01,2024-04-30,Supplier B,WH3,P005,Furniture,497,12,280,Delivered,0
O0266,2024-01-22,2024-02-01,2024-01-30,Supplier D,WH3,P005,Furniture,269,8,671,Delivered,0
O0267,2024-02-24,2024-03-07,2024-03-06,Supplier B,WH3,P012,Clothing,54,7,8,Delivered,0
O0268,2024-04-18,2024-04-25,2024-04-23,Supplier B,WH2,P001,Electronics,102,13,320,Delivered,0
O0269,2024-04-07,2024-04-14,2024-04-12,Supplier A,WH3,P006,Clothing,275,8,359,Delayed,0
O0270,2024-02-08,2024-02-19,2024-02-22,Supplier D,WH1,P001,Electronics,121,15,770,Delivered,0
O0271,2024-03-30,2024-04-10,2024-04-15,Supplier B,WH1,P002,Furniture,177,11,566,Delivered,0
O0272,2024-03-13,2024-03-18,2024-03-17,Supplier B,WH3,P008,Furniture,380,10,55,Delayed,0
O0273,2024-03-02,2024-03-14,2024-03-12,Supplier B,WH2,P003,Clothing,320,12,12,Cancelled,1
O0274,2024-02-03,2024-02-14,2024-02-15,Supplier C,WH3,P006,Clothing,440,15,482,Cancelled,0
O0275,2024-01-05,2024-01-11,2024-01-11,Supplier B,WH1,P010,Electronics,309,6,293,Delivered,0
O0276,2024-04-16,2024-04-27,2024-04-25,Supplier B,WH2,P007,Electronics,90,12,523,Delayed,1
O0277,2024-02-09,2024-02-19,2024-02-21,Supplier A,WH2,P012,Clothing,423,12,244,Delivered,0
O0278,2024-04-21,2024-04-27,2024-04-29,Supplier A,WH2,P006,Clothing,111,13,12,Delayed,0
O0279,2024-02-11,2024-02-23,2024-02-25,Supplier C,WH1,P005,Furniture,433,11,799,Delayed,0
O0280,2024-01-31,2024-02-05,2024-02-10,Supplier D,WH2,P003,Clothing,184,11,729,Cancelled,0
O0281,2024-05-07,2024-05-19,2024-05-19,Supplier A,WH2,P006,Clothing,238,14,161,Delivered,0
O0282,2024-05-26,2024-06-01,2024-06-04,Supplier A,WH1,P004,Electronics,73,9,483,Delivered,1
O0283,2024-02-15,2024-02-20,2024-02-25,Supplier D,WH1,P005,Furniture,263,14,737,Delivered,0
O0284,2024-05-26,2024-06-05,2024-06-07,Supplier A,WH1,P001,Electronics,255,7,70,Delayed,0
O0285,2024-03-20,2024-03-30,2024-04-01,Supplier D,WH1,P005,Furniture,199,7,577,Delayed,0
O0286,2024-03-03,2024-03-15,2024-03-17,Supplier D,WH1,P006,Clothing,127,11,6,Delayed,0
O0287,2024-05-18,2024-05-28,2024-05-28,Supplier A,WH3,P008,Furniture,103,6,210,Delivered,0
O0288,2024-05-05,2024-05-10,2024-05-13,Supplier C,WH1,P004,Electronics,482,8,532,Delivered,0
O0289,2024-04-27,2024-05-03,2024-05-01,Supplier B,WH3,P002,Furniture,353,15,581,Delivered,0
O0290,2024-02-03,2024-02-11,2024-02-11,Supplier C,WH2,P009,Clothing,212,10,463,Delivered,0
O0291,2024-02-21,2024-02-28,2024-02-26,Supplier B,WH1,P010,Electronics,288,15,321,Delivered,0
O0292,2024-02-23,2024-03-06,2024-03-07,Supplier C,WH1,P004,Electronics,463,10,702,Delivered,0
O0293,2024-06-03,2024-06-08,2024-06-13,Supplier C,WH1,P004,Electronics,232,9,405,Delivered,0
O0294,2024-03-07,2024-03-14,2024-03-15,Supplier D,WH3,P006,Clothing,98,6,473,Delivered,0
O0295,2024-02-01,2024-02-06,2024-02-11,Supplier B,WH1,P010,Electronics,240,6,702,Delivered,0
O0296,2024-05-29,2024-06-07,2024-06-05,Supplier A,WH1,P012,Clothing,464,7,131,Delivered,0
O0297,2024-03-25,2024-03-31,2024-04-01,Supplier A,WH1,P012,Clothing,470,6,741,Delivered,0
O0298,2024-06-23,2024-07-04,2024-07-04,Supplier B,WH1,P008,Furniture,278,8,152,Delivered,0
O0299,2024-03-03,2024-03-12,2024-03-13,Supplier D,WH1,P007,Electronics,246,13,140,Delivered,0
O0300,2024-05-14,2024-05-22,2024-05-27,Supplier A,WH2,P009,Clothing,295,14,557,Delayed,0
O0301,2024-05-24,2024-06-03,2024-06-03,Supplier B,WH1,P005,Furniture,65,12,797,Delivered,0
O0302,2024-04-30,2024-05-10,2024-05-09,Supplier B,WH1,P004,Electronics,186,15,546,Delayed,1
O0303,2024-01-15,2024-01-23,2024-01-28,Supplier D,WH2,P004,Electronics,171,15,606,Delivered,0
O0304,2024-04-01,2024-04-06,2024-04-08,Supplier B,WH3,P010,Electronics,327,11,316,Delivered,0
O0305,2024-01-15,2024-01-23,2024-01-22,Supplier A,WH3,P002,Furniture,219,15,628,Delivered,0
O0306,2024-02-15,2024-02-25,2024-02-23,Supplier B,WH3,P006,Clothing,446,6,113,Delayed,0
O0307,2024-01-19,2024-01-29,2024-01-31,Supplier A,WH2,P008,Furniture,119,12,161,Delayed,0
O0308,2024-06-12,2024-06-24,2024-06-23,Supplier C,WH1,P006,Clothing,243,11,314,Delayed,0
O0309,2024-02-15,2024-02-20,2024-02-21,Supplier A,WH1,P009,Clothing,464,15,626,Delivered,0
O0310,2024-05-07,2024-05-14,2024-05-17,Supplier A,WH1,P008,Furniture,135,11,651,Delayed,0
O0311,2024-06-20,2024-06-30,2024-06-28,Supplier C,WH1,P001,Electronics,229,13,262,Delayed,0
O0312,2024-01-13,2024-01-24,2024-01-27,Supplier D,WH1,P011,Furniture,243,13,359,Delivered,0
O0313,2024-05-02,2024-05-10,2024-05-11,Supplier A,WH1,P002,Furniture,213,8,267,Cancelled,0
O0314,2024-02-13,2024-02-24,2024-02-27,Supplier A,WH3,P007,Electronics,354,8,628,Delayed,0
O0315,2024-04-20,2024-04-27,2024-04-28,Supplier B,WH1,P007,Electronics,155,15,194,Delivered,0
O0316,2024-05-18,2024-05-27,2024-05-27,Supplier B,WH1,P010,Electronics,342,10,562,Delayed,0
O0317,2024-04-02,2024-04-07,2024-04-05,Supplier C,WH3,P012,Clothing,152,12,99,Delivered,0
O0318,2024-03-15,2024-03-21,2024-03-26,Supplier A,WH2,P011,Furniture,300,13,676,Delivered,0
O0319,2024-04-09,2024-04-16,2024-04-17,Supplier C,WH1,P002,Furniture,184,11,450,Delivered,0
O0320,2024-03-09,2024-03-14,2024-03-19,Supplier A,WH1,P009,Clothing,463,8,554,Delivered,0
O0321,2024-02-28,2024-03-04,2024-03-09,Supplier D,WH3,P012,Clothing,343,12,241,Delivered,0
O0322,2024-01-09,2024-01-16,2024-01-21,Supplier D,WH1,P004,Electronics,463,7,197,Delivered,0
O0323,2024-06-23,2024-07-04,2024-07-09,Supplier B,WH3,P008,Furniture,422,9,68,Delivered,0
O0324,2024-05-21,2024-05-31,2024-06-02,Supplier D,WH1,P012,Clothing,107,10,424,Delivered,0
O0325,2024-05-29,2024-06-04,2024-06-06,Supplier A,WH2,P009,Clothing,499,7,420,Delivered,0
O0326,2024-05-26,2024-06-07,2024-06-06,Supplier C,WH2,P010,Electronics,69,6,405,Delayed,0
O0327,2024-03-01,2024-03-06,2024-03-06,Supplier C,WH1,P008,Furniture,209,13,287,Delayed,0
O0328,2024-06-24,2024-06-30,2024-06-29,Supplier C,WH3,P008,Furniture,187,9,746,Delivered,0
O0329,2024-02-18,2024-03-01,2024-03-06,Supplier D,WH3,P008,Furniture,470,9,57,Delivered,0
O0330,2024-03-20,2024-03-31,2024-04-05,Supplier A,WH1,P004,Electronics,478,8,59,Delivered,0
O0331,2024-04-02,2024-04-10,2024-04-10,Supplier D,WH3,P002,Furniture,398,10,31,Delivered,0
O0332,2024-04-24,2024-05-01,2024-05-03,Supplier C,WH2,P007,Electronics,433,13,705,Delivered,0
O0333,2024-01-13,2024-01-20,2024-01-25,Supplier B,WH1,P006,Clothing,396,15,211,Delivered,0
O0334,2024-01-06,2024-01-11,2024-01-10,Supplier B,WH3,P004,Electronics,179,13,622,Delayed,0
O0335,2024-06-13,2024-06-22,2024-06-23,Supplier C,WH2,P005,Furniture,288,12,309,Delivered,0
O0336,2024-04-11,2024-04-17,2024-04-19,Supplier C,WH3,P009,Clothing,202,6,700,Delivered,0
O0337,2024-03-11,2024-03-21,2024-03-21,Supplier C,WH1,P004,Electronics,79,10,614,Delivered,0
O0338,2024-02-05,2024-02-10,2024-02-10,Supplier C,WH2,P011,Furniture,427,13,36,Delivered,1
O0339,2024-02-18,2024-02-28,2024-03-02,Supplier D,WH3,P008,Furniture,482,9,174,Delayed,0
O0340,2024-02-16,2024-02-25,2024-02-26,Supplier B,WH3,P005,Furniture,398,7,343,Delivered,0
O0341,2024-02-27,2024-03-07,2024-03-12,Supplier C,WH2,P008,Furniture,287,12,120,Delivered,0
O0342,2024-05-29,2024-06-04,2024-06-03,Supplier A,WH3,P008,Furniture,261,13,55,Delayed,0
O0343,2024-02-21,2024-03-02,2024-03-04,Supplier D,WH1,P005,Furniture,448,12,82,Delivered,0
O0344,2024-02-15,2024-02-25,2024-02-23,Supplier D,WH2,P004,Electronics,345,6,782,Delivered,0
O0345,2024-01-23,2024-01-30,2024-01-31,Supplier D,WH2,P011,Furniture,246,15,4,Delivered,0
O0346,2024-04-05,2024-04-10,2024-04-15,Supplier B,WH1,P003,Clothing,370,11,751,Delivered,0
O0347,2024-03-29,2024-04-07,2024-04-05,Supplier D,WH3,P009,Clothing,135,8,66,Delayed,0
O0348,2024-03-15,2024-03-27,2024-03-29,Supplier C,WH2,P006,Clothing,225,14,501,Delivered,0
O0349,2024-04-13,2024-04-18,2024-04-17,Supplier B,WH1,P003,Clothing,351,9,516,Delivered,0
O0350,2024-06-15,2024-06-20,2024-06-23,Supplier C,WH3,P003,Clothing,354,12,49,Delivered,0
O0351,2024-01-06,2024-01-11,2024-01-12,Supplier D,WH2,P007,Electronics,292,7,718,Delivered,0
O0352,2024-06-10,2024-06-15,2024-06-16,Supplier A,WH3,P009,Clothing,368,10,620,Delayed,0
O0353,2024-01-27,2024-02-02,2024-01-31,Supplier A,WH2,P004,Electronics,448,10,269,Delayed,1
O0354,2024-04-01,2024-04-12,2024-04-11,Supplier A,WH3,P005,Furniture,402,10,492,Delivered,0
O0355,2024-06-20,2024-06-26,2024-07-01,Supplier D,WH1,P001,Electronics,420,7,740,Delivered,0
O0356,2024-02-29,2024-03-12,2024-03-12,Supplier D,WH1,P004,Electronics,497,10,40,Delayed,0
O0357,2024-06-22,2024-07-02,2024-07-05,Supplier A,WH1,P001,Electronics,486,12,141,Delivered,0
O0358,2024-04-01,2024-04-13,2024-04-13,Supplier A,WH2,P005,Furniture,108,15,410,Delivered,0
O0359,2024-04-08,2024-04-20,2024-04-23,Supplier B,WH1,P001,Electronics,482,12,163,Delivered,1
O0360,2024-05-03,2024-05-15,2024-05-17,Supplier D,WH2,P003,Clothing,491,8,700,Delayed,0
O0361,2024-02-03,2024-02-15,2024-02-13,Supplier D,WH2,P001,Electronics,183,13,670,Delivered,0
O0362,2024-06-22,2024-06-30,2024-07-02,Supplier A,WH2,P006,Clothing,296,11,354,Delivered,0
O0363,2024-02-08,2024-02-13,2024-02-16,Supplier B,WH3,P011,Furniture,495,6,169,Delivered,0
O0364,2024-03-02,2024-03-12,2024-03-10,Supplier B,WH3,P012,Clothing,256,10,240,Delivered,0
O0365,2024-05-26,2024-06-07,2024-06-12,Supplier D,WH2,P002,Furniture,304,7,763,Delivered,0
O0366,2024-04-15,2024-04-20,2024-04-22,Supplier A,WH1,P009,Clothing,310,14,575,Delivered,0
O0367,2024-03-28,2024-04-07,2024-04-12,Supplier B,WH2,P011,Furniture,416,6,672,Delivered,0
O0368,2024-01-25,2024-02-02,2024-02-02,Supplier C,WH3,P008,Furniture,409,6,108,Delivered,0
O0369,2024-02-05,2024-02-16,2024-02-16,Supplier B,WH1,P010,Electronics,160,7,468,Delayed,0
O0370,2024-03-27,2024-04-02,2024-03-31,Supplier A,WH2,P005,Furniture,305,12,4,Delivered,0
O0371,2024-04-20,2024-05-02,2024-05-07,Supplier B,WH3,P006,Clothing,424,14,131,Delivered,0
O0372,2024-06-04,2024-06-14,2024-06-15,Supplier D,WH3,P006,Clothing,190,14,407,Cancelled,1
O0373,2024-04-25,2024-05-02,2024-05-03,Supplier C,WH3,P009,Clothing,414,8,754,Delayed,0
O0374,2024-02-21,2024-02-29,2024-03-03,Supplier C,WH3,P005,Furniture,413,15,665,Cancelled,0
O0375,2024-05-18,2024-05-28,2024-06-02,Supplier C,WH3,P011,Furniture,395,7,765,Delayed,0
O0376,2024-04-18,2024-04-23,2024-04-21,Supplier A,WH2,P001,Electronics,393,14,57,Delivered,0
O0377,2024-02-11,2024-02-20,2024-02-19,Supplier A,WH3,P005,Furniture,435,10,554,Delivered,0
O0378,2024-01-27,2024-02-04,2024-02-05,Supplier B,WH3,P009,Clothing,404,14,680,Delivered,0
O0379,2024-04-16,2024-04-26,2024-04-24,Supplier A,WH3,P005,Furniture,367,14,799,Delayed,0
O0380,2024-02-27,2024-03-08,2024-03-10,Supplier B,WH3,P007,Electronics,279,15,181,Cancelled,0
O0381,2024-02-14,2024-02-20,2024-02-18,Supplier D,WH2,P009,Clothing,116,12,164,Delivered,0
O0382,2024-03-25,2024-04-06,2024-04-04,Supplier B,WH2,P003,Clothing,446,8,640,Delivered,0
O0383,2024-05-05,2024-05-15,2024-05-20,Supplier C,WH3,P004,Electronics,316,7,69,Delayed,0
O0384,2024-05-19,2024-05-30,2024-05-30,Supplier B,WH1,P009,Clothing,219,7,369,Delivered,1
O0385,2024-06-07,2024-06-19,2024-06-24,Supplier A,WH1,P009,Clothing,278,14,246,Delayed,0
O0386,2024-06-08,2024-06-16,2024-06-19,Supplier C,WH2,P010,Electronics,181,6,553,Delayed,0
O0387,2024-05-12,2024-05-22,2024-05-27,Supplier D,WH2,P007,Electronics,383,14,197,Delivered,0
O0388,2024-01-25,2024-02-01,2024-02-03,Supplier A,WH3,P004,Electronics,393,14,644,Delayed,0
O0389,2024-04-18,2024-04-24,2024-04-26,Supplier D,WH3,P004,Electronics,62,9,470,Delayed,0
O0390,2024-01-19,2024-01-24,2024-01-29,Supplier C,WH3,P004,Electronics,182,8,417,Delivered,0
O0391,2024-04-20,2024-04-30,2024-05-01,Supplier A,WH3,P001,Electronics,437,6,763,Delivered,0
O0392,2024-01-19,2024-01-29,2024-01-27,Supplier C,WH3,P002,Furniture,194,14,783,Delayed,0
O0393,2024-06-18,2024-06-23,2024-06-22,Supplier B,WH1,P012,Clothing,457,13,558,Delivered,0
O0394,2024-03-17,2024-03-27,2024-03-29,Supplier B,WH1,P001,Electronics,343,6,610,Delivered,0
O0395,2024-01-22,2024-01-31,2024-02-03,Supplier C,WH1,P005,Furniture,132,9,188,Delivered,0
O0396,2024-02-19,2024-02-25,2024-02-28,Supplier A,WH3,P002,Furniture,198,8,687,Delivered,0
O0397,2024-05-28,2024-06-09,2024-06-09,Supplier B,WH3,P006,Clothing,101,11,291,Delivered,1
O0398,2024-03-22,2024-04-03,2024-04-03,Supplier C,WH3,P006,Clothing,339,13,580,Delivered,0
O0399,2024-04-19,2024-04-26,2024-04-26,Supplier B,WH1,P012,Clothing,191,6,368,Delivered,0
O0400,2024-05-02,2024-05-14,2024-05-14,Supplier C,WH2,P003,Clothing,139,13,661,Delivered,0
O0401,2024-02-05,2024-02-13,2024-02-16,Supplier A,WH3,P001,Electronics,484,10,519,Delivered,0
O0402,2024-05-28,2024-06-08,2024-06-07,Supplier A,WH3,P011,Furniture,384,15,793,Delivered,0
O0403,2024-05-30,2024-06-08,2024-06-09,Supplier A,WH2,P002,Furniture,389,8,244,Delayed,0
O0404,2024-06-06,2024-06-13,2024-06-12,Supplier D,WH1,P004,Electronics,426,14,749,Delivered,0
O0405,2024-02-26,2024-03-09,2024-03-07,Supplier C,WH2,P001,Electronics,392,9,211,Delivered,0
O0406,2024-04-09,2024-04-21,2024-04-19,Supplier A,WH3,P002,Furniture,410,13,533,Delivered,0
O0407,2024-03-08,2024-03-15,2024-03-18,Supplier D,WH2,P003,Clothing,314,12,257,Delivered,1
O0408,2024-05-12,2024-05-23,2024-05-28,Supplier C,WH2,P002,Furniture,306,11,142,Delivered,0
O0409,2024-05-11,2024-05-20,2024-05-19,Supplier B,WH1,P002,Furniture,388,9,235,Delivered,0
O0410,2024-01-30,2024-02-11,2024-02-12,Supplier B,WH3,P010,Electronics,61,13,249,Delivered,0
O0411,2024-02-11,2024-02-18,2024-02-16,Supplier B,WH1,P007,Electronics,142,14,529,Cancelled,0
O0412,2024-05-24,2024-05-29,2024-05-27,Supplier B,WH2,P012,Clothing,494,10,493,Delivered,0
O0413,2024-06-02,2024-06-09,2024-06-14,Supplier B,WH3,P009,Clothing,135,15,741,Delivered,1
O0414,2024-06-01,2024-06-07,2024-06-08,Supplier D,WH1,P001,Electronics,153,9,535,Delayed,0
O0415,2024-04-17,2024-04-24,2024-04-22,Supplier B,WH2,P003,Clothing,499,15,544,Delivered,0
O0416,2024-05-03,2024-05-10,2024-05-12,Supplier A,WH3,P012,Clothing,317,15,430,Delivered,0
O0417,2024-05-15,2024-05-26,2024-05-31,Supplier D,WH2,P002,Furniture,267,9,137,Delivered,0
O0418,2024-01-22,2024-01-31,2024-02-02,Supplier D,WH2,P001,Electronics,413,15,761,Delayed,0
O0419,2024-01-31,2024-02-05,2024-02-08,Supplier B,WH3,P011,Furniture,235,12,109,Delivered,0
O0420,2024-03-05,2024-03-14,2024-03-15,Supplier C,WH3,P011,Furniture,436,14,208,Delivered,0
O0421,2024-05-03,2024-05-10,2024-05-12,Supplier D,WH2,P008,Furniture,446,11,722,Delivered,0
O0422,2024-06-17,2024-06-23,2024-06-24,Supplier B,WH1,P010,Electronics,452,9,346,Delayed,0
O0423,2024-06-24,2024-06-29,2024-06-30,Supplier A,WH1,P010,Electronics,357,8,445,Delivered,0
O0424,2024-04-04,2024-04-10,2024-04-08,Supplier D,WH2,P009,Clothing,414,15,611,Delivered,0
O0425,2024-02-14,2024-02-26,2024-02-24,Supplier B,WH3,P009,Clothing,149,13,34,Delayed,0
O0426,2024-06-27,2024-07-05,2024-07-04,Supplier A,WH2,P001,Electronics,130,15,88,Cancelled,0
O0427,2024-03-31,2024-04-11,2024-04-13,Supplier B,WH3,P001,Electronics,96,12,562,Delivered,0
O0428,2024-05-29,2024-06-08,2024-06-13,Supplier C,WH1,P006,Clothing,282,11,413,Delivered,0
O0429,2024-04-14,2024-04-20,2024-04-18,Supplier C,WH2,P007,Electronics,498,14,550,Delayed,0
O0430,2024-06-26,2024-07-08,2024-07-10,Supplier D,WH1,P011,Furniture,398,12,471,Delayed,0
O0431,2024-05-03,2024-05-09,2024-05-07,Supplier D,WH3,P004,Electronics,459,10,323,Delivered,0
O0432,2024-05-17,2024-05-22,2024-05-21,Supplier C,WH1,P008,Furniture,88,10,567,Delayed,0
O0433,2024-03-31,2024-04-08,2024-04-08,Supplier B,WH3,P006,Clothing,305,15,754,Delivered,0
O0434,2024-03-08,2024-03-16,2024-03-15,Supplier B,WH3,P005,Furniture,448,9,109,Delivered,0
O0435,2024-06-18,2024-06-30,2024-06-28,Supplier A,WH2,P008,Furniture,302,15,588,Delayed,0
O0436,2024-05-10,2024-05-19,2024-05-18,Supplier B,WH1,P012,Clothing,294,12,553,Delivered,0
O0437,2024-06-24,2024-07-01,2024-06-29,Supplier D,WH2,P003,Clothing,56,13,690,Delivered,0
O0438,2024-03-24,2024-04-03,2024-04-08,Supplier C,WH1,P009,Clothing,171,15,275,Delivered,0
O0439,2024-04-03,2024-04-10,2024-04-11,Supplier B,WH2,P009,Clothing,236,13,410,Delivered,0
O0440,2024-02-03,2024-02-11,2024-02-14,Supplier C,WH1,P012,Clothing,488,7,390,Delivered,0
O0441,2024-02-08,2024-02-20,2024-02-19,Supplier D,WH2,P007,Electronics,452,6,498,Delivered,0
O0442,2024-05-25,2024-05-30,2024-05-28,Supplier B,WH1,P007,Electronics,293,12,644,Delivered,0
O0443,2024-03-07,2024-03-17,2024-03-19,Supplier C,WH2,P010,Electronics,112,11,359,Delayed,1
O0444,2024-02-20,2024-02-27,2024-02-27,Supplier C,WH3,P012,Clothing,446,10,754,Delivered,0
O0445,2024-06-06,2024-06-15,2024-06-18,Supplier B,WH1,P009,Clothing,265,13,646,Delivered,0
O0446,2024-01-19,2024-01-25,2024-01-25,Supplier B,WH2,P008,Furniture,413,8,273,Delivered,0
O0447,2024-04-23,2024-05-03,2024-05-05,Supplier D,WH2,P004,Electronics,487,15,23,Delivered,0
O0448,2024-03-05,2024-03-11,2024-03-10,Supplier D,WH1,P001,Electronics,499,9,484,Delivered,0
O0449,2024-04-11,2024-04-17,2024-04-17,Supplier B,WH1,P012,Clothing,208,7,234,Delivered,0
O0450,2024-06-09,2024-06-16,2024-06-18,Supplier B,WH1,P007,Electronics,490,8,333,Delayed,0
O0451,2024-05-18,2024-05-27,2024-05-28,Supplier B,WH3,P006,Clothing,352,14,611,Delivered,0
O0452,2024-05-24,2024-06-04,2024-06-07,Supplier C,WH2,P005,Furniture,462,14,91,Delivered,0
O0453,2024-03-07,2024-03-14,2024-03-12,Supplier A,WH3,P007,Electronics,196,10,480,Delivered,0
O0454,2024-05-05,2024-05-17,2024-05-15,Supplier D,WH2,P006,Clothing,457,10,7,Delivered,0
O0455,2024-05-23,2024-06-03,2024-06-02,Supplier B,WH3,P012,Clothing,474,12,387,Delivered,0
O0456,2024-06-09,2024-06-17,2024-06-22,Supplier C,WH2,P009,Clothing,261,14,192,Delayed,0
O0457,2024-03-15,2024-03-21,2024-03-23,Supplier D,WH2,P012,Clothing,146,13,328,Delivered,0
O0458,2024-05-16,2024-05-21,2024-05-19,Supplier C,WH2,P010,Electronics,422,8,8,Delivered,0
O0459,2024-05-06,2024-05-14,2024-05-15,Supplier C,WH2,P011,Furniture,406,11,32,Delivered,0
O0460,2024-02-07,2024-02-12,2024-02-17,Supplier D,WH1,P012,Clothing,142,10,196,Delayed,0
O0461,2024-04-07,2024-04-12,2024-04-17,Supplier B,WH2,P005,Furniture,427,7,34,Delivered,0
O0462,2024-01-25,2024-02-02,2024-02-03,Supplier C,WH2,P001,Electronics,431,13,562,Delivered,0
O0463,2024-06-12,2024-06-21,2024-06-21,Supplier A,WH3,P001,Electronics,170,9,648,Delivered,0
O0464,2024-03-11,2024-03-17,2024-03-22,Supplier B,WH1,P010,Electronics,402,12,610,Delivered,0
O0465,2024-03-04,2024-03-11,2024-03-09,Supplier C,WH3,P001,Electronics,232,13,660,Delivered,0
O0466,2024-01-28,2024-02-04,2024-02-03,Supplier C,WH3,P009,Clothing,462,13,449,Delayed,0
O0467,2024-04-06,2024-04-16,2024-04-16,Supplier A,WH2,P012,Clothing,336,8,301,Delivered,0
O0468,2024-05-25,2024-06-01,2024-06-01,Supplier C,WH3,P008,Furniture,494,14,613,Delayed,0
O0469,2024-01-18,2024-01-25,2024-01-25,Supplier C,WH3,P011,Furniture,50,13,794,Delivered,0
O0470,2024-02-17,2024-02-22,2024-02-27,Supplier C,WH3,P007,Electronics,419,15,64,Delivered,0
O0471,2024-04-09,2024-04-17,2024-04-20,Supplier D,WH3,P007,Electronics,215,14,419,Delivered,0
O0472,2024-05-13,2024-05-19,2024-05-24,Supplier B,WH1,P004,Electronics,104,6,497,Delivered,0
O0473,2024-06-13,2024-06-24,2024-06-26,Supplier C,WH1,P005,Furniture,360,13,735,Delivered,1
O0474,2024-02-23,2024-03-06,2024-03-07,Supplier A,WH2,P012,Clothing,470,7,377,Delayed,0
O0475,2024-06-06,2024-06-15,2024-06-13,Supplier A,WH2,P004,Electronics,315,14,99,Delivered,0
O0476,2024-04-08,2024-04-16,2024-04-18,Supplier B,WH3,P006,Clothing,335,9,767,Delivered,0
O0477,2024-06-12,2024-06-22,2024-06-25,Supplier D,WH1,P004,Electronics,331,13,411,Delivered,0
O0478,2024-05-16,2024-05-28,2024-05-28,Supplier C,WH2,P011,Furniture,472,11,743,Delivered,0
O0479,2024-05-19,2024-05-27,2024-06-01,Supplier C,WH2,P011,Furniture,253,12,0,Delayed,1
O0480,2024-06-01,2024-06-06,2024-06-05,Supplier C,WH1,P005,Furniture,159,14,322,Delivered,0
O0481,2024-06-25,2024-07-04,2024-07-06,Supplier B,WH1,P010,Electronics,232,14,159,Delivered,0
O0482,2024-05-29,2024-06-06,2024-06-06,Supplier C,WH1,P012,Clothing,341,9,222,Delayed,0
O0483,2024-05-03,2024-05-10,2024-05-15,Supplier A,WH3,P009,Clothing,69,13,748,Delayed,0
O0484,2024-01-15,2024-01-25,2024-01-30,Supplier D,WH2,P004,Electronics,432,11,668,Delayed,1
O0485,2024-06-11,2024-06-22,2024-06-22,Supplier A,WH2,P006,Clothing,217,6,514,Delivered,0
O0486,2024-06-21,2024-07-02,2024-07-07,Supplier A,WH1,P008,Furniture,452,13,403,Delivered,0
O0487,2024-05-01,2024-05-06,2024-05-07,Supplier C,WH1,P011,Furniture,446,14,714,Delivered,0
O0488,2024-05-23,2024-05-31,2024-06-01,Supplier B,WH3,P006,Clothing,174,13,73,Delivered,0
O0489,2024-06-24,2024-06-30,2024-07-03,Supplier D,WH2,P008,Furniture,147,7,328,Delivered,0
O0490,2024-03-19,2024-03-26,2024-03-28,Supplier D,WH3,P010,Electronics,72,11,239,Delivered,0
O0491,2024-01-22,2024-01-28,2024-01-27,Supplier B,WH2,P007,Electronics,405,6,113,Delivered,0
O0492,2024-03-25,2024-04-02,2024-04-01,Supplier B,WH3,P009,Clothing,330,14,494,Delivered,1
O0493,2024-06-26,2024-07-01,2024-07-03,Supplier A,WH2,P001,Electronics,195,12,205,Delayed,0
O0494,2024-01-14,2024-01-26,2024-01-24,Supplier D,WH3,P008,Furniture,492,6,110,Delivered,0
